fips2010,State,County,cbsasub,areaname,lim50_19p1,lim50_19p2,lim50_19p3,lim50_19p4,lim50_19p5,lim50_19p6,lim50_19p7,lim50_19p8,lim120_19p1,lim120_19p2,lim120_19p3,lim120_19p4,lim120_19p5,lim120_19p6,lim120_19p7,lim120_19p8,fips2000,name
2300343710,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300343710,Mars Hill town
2300343990,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300343990,Masardis town
2300345180,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300345180,Merrill town
2300346685,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300346685,Monticello town
2300347175,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300347175,Moro plantation
2300348120,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300348120,Nashville plantation
2300348575,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300348575,New Canada town
2300348960,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300348960,New Limerick town
2300349415,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300349415,New Sweden town
2300353602,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300353602,Northwest Aroostook UT
2300354385,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300354385,Oakfield town
2300355435,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300355435,Orient town
2300356205,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300356205,Oxbow plantation
2300357936,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300357936,Penobscot Indian Island Reservation
2300358060,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300358060,Perham town
2300360300,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300360300,Portage Lake town
2300360825,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300360825,Presque Isle city
2300362400,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300362400,Reed plantation
2300364780,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300364780,St. Agatha town
2300365025,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300365025,St. Francis town
2300365200,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300365200,St. John plantation
2300367790,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300367790,Sherman town
2300369260,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300369260,Smyrna town
2300369930,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300369930,South Aroostook UT
2300373472,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300373472,Square Lake UT
2300374405,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300374405,Stockholm town
2300378570,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300378570,Van Buren town
2300379270,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300379270,Wade town
2300379865,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300379865,Wallagrass town
2300380285,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300380285,Washburn town
2300382770,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300382770,Westfield town
2300383540,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300383540,Westmanland town
2300383785,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300383785,Weston town
2300386865,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300386865,Winterville plantation
2300387215,23,3,NCNTY23003N23003,"Aroostook County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300387215,Woodland town
2300502655,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300502655,Baldwin town
2300507170,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300507170,Bridgton town
2300508430,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300508430,Brunswick town
2300510180,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300510180,Cape Elizabeth town
2300511125,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300511125,Casco town
2300512300,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,,Chebeague Island town
2300515430,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300515430,Cumberland town
2300524495,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300524495,Falmouth town
2300526525,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300526525,Freeport town
2300527025,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300527025,Frye Island town
2300528240,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300528240,Gorham town
2300528870,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300528870,Gray town
2300531390,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300531390,Harpswell town
2300531600,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300531600,Harrison town
2300541067,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300541067,Long Island town
2300548085,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300548085,Naples town
2300548820,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300548820,New Gloucester town
2300553860,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300553860,North Yarmouth town
2300560545,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300560545,Portland city
2300560685,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300560685,Pownal town
2300561945,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300561945,Raymond town
2300566145,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300566145,Scarborough town
2300566775,23,5,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",25900,29600,33300,37000,40000,42950,45900,48850,62150,71050,79900,88800,95900,103000,110100,117200,2300566775,Sebago town
2300571990,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300571990,South Portland city
2300573670,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300573670,Standish town
2300582105,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300582105,Westbrook city
2300586025,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300586025,Windham town
2300587845,23,5,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",32550,37200,41850,46500,50250,53950,57700,61400,78100,89300,100450,111600,120550,129450,138400,147300,2300587845,Yarmouth town
2300702235,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300702235,Avon town
2300710740,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300710740,Carrabassett Valley town
2300710915,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300710915,Carthage town
2300712595,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300712595,Chesterville town
2300714205,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300714205,Coplin plantation
2300716165,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300716165,Dallas plantation
2300719865,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300719865,East Central Franklin UT
2300724005,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300724005,Eustis town
2300724775,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300724775,Farmington town
2300734820,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300734820,Industry town
2300735625,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300735625,Jay town
2300737025,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300737025,Kingfield town
2300749345,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300749345,New Sharon town
2300749520,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300749520,New Vineyard town
2300751400,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300751400,North Franklin UT
2300758445,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300758445,Phillips town
2300761840,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300761840,Rangeley town
2300761875,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300761875,Rangeley plantation
2300765655,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300765655,Sandy River plantation
2300770760,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300770760,South Franklin UT
2300774825,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300774825,Strong town
2300775980,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300775980,Temple town
2300781300,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300781300,Weld town
2300782235,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300782235,West Central Franklin UT
2300785850,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300785850,Wilton town
2300787680,23,7,NCNTY23007N23007,"Franklin County, ME",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,2300787680,Wyman UT
2300901185,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300901185,Amherst town
2300902165,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300902165,Aurora town
2300902865,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300902865,Bar Harbor town
2300905700,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300905700,Blue Hill town
2300907800,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300907800,Brooklin town
2300907975,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300907975,Brooksville town
2300908815,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300908815,Bucksport town
2300911265,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300911265,Castine town
2300911800,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300911800,Central Hancock UT
2300914905,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300914905,Cranberry Isles town
2300916935,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300916935,Dedham town
2300917145,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300917145,Deer Isle town
2300919770,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300919770,Eastbrook town
2300920405,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300920405,East Hancock UT
2300923200,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300923200,Ellsworth city
2300926350,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300926350,Franklin town
2300926595,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300926595,Frenchboro town
2300928450,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300928450,Gouldsboro town
2300928975,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300928975,Great Pond town
2300930970,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300930970,Hancock town
2300938180,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300938180,Lamoine town
2300943430,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300943430,Mariaville town
2300943578,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300901185,Marshall Island UT
2300947630,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300947630,Mount Desert town
2300953620,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300953620,Northwest Hancock UT
2300955505,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300955505,Orland town
2300955855,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300955855,Osborn town
2300955890,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300955890,Otis town
2300957920,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300957920,Penobscot town
2300967300,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300967300,Sedgwick town
2300969750,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300969750,Sorrento town
2300972865,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300972865,Southwest Harbor town
2300974580,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300974580,Stonington town
2300974965,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300974965,Sullivan town
2300975280,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300975280,Surry town
2300975455,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300975455,Swans Island town
2300977345,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300977345,Tremont town
2300977415,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300977415,Trenton town
2300978925,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300978920,Verona Island town
2300980040,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300980040,Waltham town
2300986655,23,9,NCNTY23009N23009,"Hancock County, ME",23950,27400,30800,34200,36950,39700,42450,45150,57450,65650,73850,82100,88650,95200,101800,108350,2300986655,Winter Harbor town
2301100590,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301100590,Albion town
2301102100,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301102100,Augusta city
2301104020,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301104020,Belgrade town
2301104475,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301104475,Benton town
2301112350,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301112350,Chelsea town
2301112735,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301112735,China town
2301113470,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301113470,Clinton town
2301124670,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301124670,Farmingdale town
2301124950,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301124950,Fayette town
2301127085,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301127085,Gardiner city
2301130550,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301130550,Hallowell city
2301140175,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301140175,Litchfield town
2301143080,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301143080,Manchester town
2301146405,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301146405,Monmouth town
2301147770,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301147770,Mount Vernon town
2301154560,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301154560,Oakland town
2301159110,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301159110,Pittston town
2301161700,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301161700,Randolph town
2301162190,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301162190,Readfield town
2301163835,23,11,NCNTY23011N23011,"Kennebec County, ME",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,2301163835,Rome town
